-3335.54,-1476.19
-3315.94,-1524.27
-3240.33,-1500.09
-3288.13,-1409.83
-3333.03,-1429.10
-3315.01,-1468.04
-3335.54,-1476.19
-2819.01,-1640.73
-2781.48,-1626.03
-2755.28,-1688.23
-2790.97,-1703.27
-2819.01,-1640.73
-4957.02,-2030.54
-4993.98,-1912.80
-4982.81,-1911.12
-4988.70,-1863.40
-5030.42,-1866.13
-5039.77,-1953.44
-5023.57,-1993.86
-5043.58,-1994.36
-5044.06,-2037.54
-4957.02,-2030.54
-1350.18,-2042.61
-1387.55,-2105.76
-1376.40,-2117.51
-1420.58,-2179.51
-1370.60,-2214.41
-1383.50,-2233.83
-1492.72,-2154.88
-1434.96,-2066.44
-1401.02,-2095.77
-1365.54,-2037.54
-1350.18,-2042.61
-523.04,-2351.44
-652.05,-2297.98
-645.33,-2282.34
-678.37,-2266.68
-689.30,-2282.44
-764.15,-2251.37
-775.37,-2204.25
-523.46,-2213.32
-523.04,-2351.44
-1930.82,-1886.98
-1910.59,-1931.78
-1884.36,-1923.61
-1902.51,-1877.09
-1930.82,-1886.98
-3398.16,-1569.78
-3360.50,-1555.87
-3332.48,-1626.30
-3370.72,-1640.65
-3398.16,-1569.78
-3319.75,-1727.35
-3298.60,-1781.10
-3219.94,-1752.12
-3248.05,-1697.22
-3219.37,-1685.48
-3227.66,-1665.19
-3285.13,-1688.53
-3274.41,-1710.98
-3319.75,-1727.35
-2437.91,-1924.03
-2420.55,-1963.45
-2384.14,-1947.40
-2401.51,-1907.98
-2437.91,-1924.03
-1937.43,-1802.00
-1959.30,-1831.47
-1932.98,-1840.92
-1917.78,-1810.99
-1937.43,-1802.00
-2230.28,-2027.76
-2261.81,-2038.41
-2280.45,-1978.84
-2250.17,-1967.74
-2230.28,-2027.76
-3831.17,-1981.12
-3840.44,-1873.56
-3823.49,-1870.51
-3825.66,-1858.20
-3890.91,-1857.93
-3886.38,-1895.44
-3930.01,-1899.25
-3919.53,-2012.48
-3831.17,-1981.12
-269.83,-2353.21
-270.20,-2374.99
-173.05,-2376.64
-172.68,-2355.56
-92.46,-2356.94
-76.96,-2309.57
-156.39,-2309.06
-156.07,-2258.41
-234.78,-2257.91
-234.99,-2290.88
-261.14,-2296.90
-261.68,-2329.52
-309.57,-2328.72
-309.97,-2352.53
-269.83,-2353.21
-2579.14,-1805.91
-2556.98,-1798.44
-2563.43,-1780.05
-2586.32,-1784.98
-2579.14,-1805.91
1969.08,-2104.46
1935.79,-2171.24
1963.88,-2169.92
1990.41,-2119.04
1969.08,-2104.46
-3934.76,-1052.85
-3838.42,-986.57
-3817.77,-992.90
-3813.49,-1004.71
-3915.85,-1079.27
-3934.76,-1052.85
-2797.99,-2048.83
-2788.42,-2071.83
-2758.40,-2061.31
-2749.42,-2082.53
-2811.92,-2105.28
-2826.70,-2061.24
-2797.99,-2048.83
-3855.40,-1467.87
-3841.71,-1458.82
-3827.30,-1475.27
