-3408.40,-1111.24
-3198.41,336.21
-3927.44,469.89
-4154.15,-801.89
-3408.40,-1111.24
-2682.94,245.33
-3100.96,322.04
-3147.93,304.14
-3176.12,267.93
-3368.19,-1068.10
-3346.42,-1115.83
-3312.63,-1148.86
-3082.42,-1248.95
-3034.11,-949.60
-2835.93,-982.63
-2647.71,238.87
-2682.94,245.33
-1829.98,-1790.83
-2516.42,-1496.17
-2319.63,-971.82
-1553.64,-1001.97
-1620.82,-1329.50
-1703.39,-1845.39
-1829.98,-1790.83
-2046.26,-2448.61
-2083.77,-2465.36
-2040.29,-2553.10
-2201.69,-2654.54
-2280.49,-2733.36
-2150.44,-2938.42
-2286.56,-3011.24
-2038.18,-3492.51
-1974.08,-3446.39
-1944.86,-3491.34
-1869.98,-3433.76
-1854.12,-3447.23
-1783.04,-3405.50
-1825.44,-3357.42
-1627.31,-3265.44
-1632.78,-3230.46
-1590.93,-3220.85
-1679.17,-2811.33
-1607.82,-2747.79
-1746.85,-2617.66
-1859.77,-2458.54
-2004.28,-2534.81
-2046.26,-2448.61
-2331.56,-882.61
-2175.95,150.18
-2607.23,231.48
-2773.15,-807.74
-2331.56,-882.61
-4819.85,2098.93
-4789.19,2084.91
-4782.53,2045.06
-4276.80,1598.05
-4040.90,2208.85
-4853.63,2587.68
-5027.62,2261.06
-4837.68,2093.49
-4819.85,2098.93
-661.06,7230.17
-614.94,7269.88
-501.99,7410.41
-489.52,7403.29
-374.70,7653.18
-424.86,7653.39
-430.60,7689.10
-426.24,7733.88
-393.50,7735.75
-390.99,7772.17
-405.98,7787.25
-402.44,7904.46
-422.53,8022.29
-825.05,7959.27
-823.06,8051.58
-1032.71,8026.79
-1020.41,7967.39
-1024.71,7893.45
-1009.30,7893.32
-994.79,7778.85
-1081.17,7514.51
-1074.83,7416.90
-1054.02,7376.73
-974.10,7305.30
-975.48,7288.90
-843.63,7210.92
-741.16,7196.12
-661.06,7230.17
-2737.13,1784.74
-2518.77,2187.95
-2536.00,2197.97
-2460.20,2339.13
-2513.19,2365.20
-2462.80,2456.77
-3007.32,2711.63
-3137.25,1909.93
-2859.69,1775.93
-2832.40,1833.21
-2737.13,1784.74
-1161.11,1512.40
-1135.43,1487.85
-1187.30,1376.14
-1154.13,1358.85
-1210.94,1231.69
-1174.11,1209.56
-970.29,1164.39
-1017.08,1080.88
-1058.85,1089.16
-1130.61,938.11
-1074.35,795.18
-1079.77,780.74
-1031.20,789.82
-1031.08,768.02
-1015.31,769.04
-1020.19,755.53
-1115.22,760.41
-1152.89,885.62
-1239.58,1019.63
-1478.26,1212.65
-1500.15,1216.84
-1480.75,1178.11
-1416.49,1120.25
-1426.28,1098.67
-1548.81,1155.10
-1544.99,1164.95
-1900.29,1250.86
-1889.30,1289.83
-2003.03,1316.37
-1992.56,1396.95
-1945.98,1397.89
-1902.72,1377.45
-1880.27,1412.21
-1798.99,1432.67
-1765.78,1476.16
-1591.23,1558.18
-1449.05,1581.70
-1292.63,1573.17
-1236.56,1679.22
-1191.27,1656.32
-1201.49,1626.69
-1187.62,1654.21
-1161.57,1640.27
-1147.68,1665.99
-1160.88,1639.68
-1124.48,1634.11
-1085.93,1708.11
-1120.34,1631.74
-1068.53,1600.40
-1059.67,1613.13
-1021.26,1590.56
-1028.47,1575.94
-1011.37,1566.76
-1048.73,1488.06
-1152.78,1533.42
-1161.11,1512.40
-1209.37,6617.96
-1231.96,6516.37
-1137.11,6508.36
-1127.58,6567.80
-1075.85,6559.32
-1063.71,6556.75
-1069.73,6515.82
-1052.57,6513.98
-1051.81,6479.55
-995.18,6474.86
-991.61,6573.18
-959.88,6567.92
-959.36,6629.12
-883.83,6627.59
-844.44,7019.73
-720.93,7001.62
-489.52,7403.29
-501.99,7410.41
-614.94,7269.88
-661.06,7230.17
-741.16,7196.12
-843.63,7210.92
-1023.25,7325.21
-1021.38,7264.90
-1186.29,7266.74
-1188.43,7099.94
-1239.92,7102.71
-1274.81,6646.63
-1212.47,6634.32
-1209.37,6617.96
-603.47,6804.91
-667.53,6807.78
-668.45,6777.11
-660.90,6796.19
